ts,tick_current,price_normalised,total_equity,active_lower_tick,active_upper_tick,liquidity,amount0_mm,amount1_mm,token0_fee_accul,token1_fee_accul,peak_equity
1767577623,1574,117051438,961531317191,1550,1600,355736360849393,418747688118,471381126658,14150026,16475277,961650113539
1767577629,1574,117051559,961531823774,1550,1600,355736360849393,418577292925,471580576786,14150026,16489240,961650113539
1767577635,1574,117052915,961537486785,1550,1600,355736360849393,416673826526,473808626795,14150026,16645214,961650113539
1767577639,1574,117052936,961537574283,1550,1600,355736360849393,416643719468,473843867987,14150026,16647681,961650113539
1767577641,1574,117053971,961541879030,1550,1600,355736360849393,415190098903,475545381066,14150026,16766795,961650113539
1767577779,1574,117053149,961538461418,1550,1600,355736360849393,416344501237,474194112032,14230839,16766795,961650113539
1767577857,1574,117050652,961528021490,1550,1600,355736360849393,419851859862,470088682088,14476371,16766795,961650113539
1767577953,1574,117050660,961528055078,1550,1600,355736360849393,419840033809,470102524561,14476371,16767764,961650113539
1767577953,1574,117049859,961524687646,1550,1600,355736360849393,420965371931,468785313362,14555150,16767764,961650113539
1767577985,1574,117049119,961521568649,1550,1600,355736360849393,422004365362,467569176852,14627884,16767764,961650113539
1767577989,1574,117050151,961525916267,1550,1600,355736360849393,420555434324,469265145353,14627884,16886490,961650113539
1767578207,1573,117044812,961503262591,1550,1600,355736360849393,428054965187,460487133332,15152887,16886490,961650113539
1767578215,1573,117044748,961502988606,1550,1600,355736360849393,428144307072,460382563318,15155930,16886490,961650113539
1767578215,1573,117044779,961503121325,1550,1600,355736360849393,428100836314,460433443565,15159141,16886490,961650113539
1767578239,1573,117044757,961503027139,1550,1600,355736360849393,428132046065,460396914184,15159141,16887495,961650113539
1767578291,1573,117042472,961493207641,1550,1600,355736360849393,431341784838,456640119898,15383838,16887495,961650113539
1767578391,1573,117041756,961490115631,1550,1600,355736360849393,432346674534,455463975749,15454185,16887495,961650113539
1767578393,1573,117041041,961487020751,1550,1600,355736360849393,433351564229,454287838788,15524532,16887495,961650113539
1767578395,1573,117040326,961483918692,1550,1600,355736360849393,434356453925,453111709017,15594879,16887495,961650113539
1767578397,1573,117039610,961480805096,1550,1600,355736360849393,435361343620,451935586433,15665226,16887495,961650113539
1767578399,1573,117038588,961476348355,1550,1600,355736360849393,436797836265,450254328376,15765787,16887495,961650113539
1767578401,1573,117037565,961471872560,1550,1600,355736360849393,438234328911,448573085009,15866348,16887495,961650113539
1767578441,1573,117037574,961471912000,1550,1600,355736360849393,438221498529,448588101376,15866348,16888546,961650113539
1767578467,1573,117037663,961472301962,1550,1600,355736360849393,438096588697,448734292869,15866348,16898780,961650113539
1767578533,1573,117036714,961468138091,1550,1600,355736360849393,439430027827,447173673193,15959695,16898780,961650113539
1767578535,1573,117035765,961463961567,1550,1600,355736360849393,440763466957,445613066174,16053042,16898780,961650113539
1767578615,1573,117035972,961464873647,1550,1600,355736360849393,440472071725,445954103116,16053042,16922655,961650113539
1767578615,1573,117036283,961466242839,1550,1600,355736360849393,440035445882,446465113097,16053042,16934576,961650113539
1767578615,1573,117036179,961465785127,1550,1600,355736360849393,440180949267,446294821419,16053042,16958428,961650113539
1767578643,1573,117037318,961470789690,1550,1600,355736360849393,438581166451,448167155223,16053042,17077579,961650113539
1767578659,1573,117040099,961482932340,1550,1600,355736360849393,434675217148,452738627862,16053042,17397605,961650113539
1767578665,1573,117042878,961494957732,1550,1600,355736360849393,430771522654,457307570014,16053042,17717453,961650113539
1767578719,1574,117045658,961506878912,1550,1600,355736360849393,426866382863,461878312310,16053042,18037427,961650113539
1767578743,1573,117044301,961501073394,1550,1600,355736360849393,428772532131,459647260282,16186482,18037427,961650113539
1767578757,1573,117043393,961497174345,1550,1600,355736360849393,430047722631,458154728259,16275751,18037427,961650113539
1767578759,1573,117042485,961493263714,1550,1600,355736360849393,431322913130,456662207813,16365020,18037427,961650113539
1767578761,1573,117041400,961488575581,1550,1600,355736360849393,432847554065,454877738438,16471752,18037427,961650113539
1767578765,1573,117040314,961483866568,1550,1600,355736360849393,434372195001,453093285611,16578484,18037427,961650113539
1767578767,1573,117039351,961479677037,1550,1600,355736360849393,435725635719,451509220851,16673231,18037427,961650113539
1767578769,1573,117034819,961459785655,1550,1600,355736360849393,442092236701,444057936619,17118924,18037427,961650113539
1767578779,1572,117033704,961454847586,1550,1600,355736360849393,443657944681,442225521836,17228531,18037427,961650113539
1767578789,1572,117032464,961449335411,1550,1600,355736360849393,445401198612,440185337990,17350567,18037427,961650113539
1767578789,1572,117031175,961443582517,1550,1600,355736360849393,447211081984,438067198541,17477268,18037427,961650113539
1767578791,1572,117024793,961414755317,1550,1600,355736360849393,456177630461,427573827558,18104972,18037427,961650113539
1767578793,1571,117010469,961347970810,1550,1600,355736360849393,476305556862,404020604853,19514029,18037427,961650113539
1767578811,1571,117011011,961350550324,1550,1600,355736360849393,475543877121,404911851957,19514029,18263090,961650113539
1767578811,1570,117009050,961341197880,1550,1600,355736360849393,478298775932,401688344001,19653564,18263090,961650113539
1767578843,1571,117011445,961352612864,1550,1600,355736360849393,474933068168,405626567018,19653564,18313124,961650113539
1767578867,1571,117011810,961354345438,1550,1600,355736360849393,474421190335,406225523604,19653564,18355054,961650113539
1767578867,1571,117011824,961354411855,1550,1600,355736360849393,474400715259,406249481862,19653564,18355892,961650113539
1767578867,1571,117011817,961354378647,1550,1600,355736360849393,474410952797,406237502733,19653564,18356731,961650113539
1767578867,1571,117011832,961354449808,1550,1600,355736360849393,474390477723,406261460991,19653564,18357570,961650113539
1767578871,1571,117013988,961364645008,1550,1600,355736360849393,471360865329,409806498616,19653564,18605740,961650113539
1767578875,1571,117013033,961360137103,1550,1600,355736360849393,472702710604,408236358353,19747500,18605740,961650113539
1767578899,1571,117012864,961359338035,1550,1600,355736360849393,472939545069,407959231362,19764079,18605740,961650113539
1767579013,1571,117014946,961369154199,1550,1600,355736360849393,470013892835,411382651306,19764079,18845397,961650113539
1767579043,1571,117010386,961347575429,1550,1600,355736360849393,476422269425,403884038985,20212698,18845397,961650113539
1767579047,1570,117009478,961343243718,1550,1600,355736360849393,477697456099,402391943918,20301967,18845397,961650113539
1767579059,1570,117008571,961338905211,1550,1600,355736360849393,478972638948,400899864897,20391236,18845397,961650113539
1767579061,1570,117005495,961324105510,1550,1600,355736360849393,483295665746,395841619491,20693870,18845397,961650113539
1767579313,1570,117005865,961325892743,1550,1600,355736360849393,482774778569,396451087077,20693870,18888063,961650113539
1767579683,1570,117004627,961319905206,1550,1600,355736360849393,484515735357,394414076296,20759545,18888063,961650113539
1767579683,1570,117005294,961323133801,1550,1600,355736360849393,483577573028,395511772762,20815744,18888063,961650113539
1767579691,1570,117004006,961316893653,1550,1600,355736360849393,485388251588,393393194642,20876824,18888063,961650113539
1767579691,1570,117003360,961313755109,1550,1600,355736360849393,486295948810,392331155458,20940367,18888063,961650113539
1767579697,1570,117002707,961310576597,1550,1600,355736360849393,487213942678,391257074783,21004631,18888063,961650113539
1767579709,1570,117002121,961307719108,1550,1600,355736360849393,488037484546,390293510915,21062282,18888063,961650113539
1767579719,1570,117001087,961302665284,1550,1600,355736360849393,489490556097,388593393889,21164004,18888063,961650113539
1767579723,1569,116994802,961271623180,1550,1600,355736360849393,498323875896,378258591257,21782379,18888063,961650113539
1767579727,1569,116992027,961257740553,1550,1600,355736360849393,502224468639,373695154603,22055439,18888063,961650113539
1767579727,1569,116994842,961271822498,1550,1600,355736360849393,498267489711,378324560174,22055439,19212144,961650113539
1767579757,1570,117002004,961307148008,1550,1600,355736360849393,488201733838,390101335855,22095387,19212144,961650113539
1767579757,1570,117002410,961309128950,1550,1600,355736360849393,487631082451,390769010574,22095387,20083317,961650113539
1767579851,1570,117001359,961303996180,1550,1600,355736360849393,489108442749,389040471180,22158861,20083317,961650113539
1767579859,1570,117000612,961300338616,1550,1600,355736360849393,490157782239,387812733631,22232320,20083317,961650113539
1767579921,1569,116998572,961290310134,1550,1600,355736360849393,493025320359,384457725716,22433062,20083317,961650113539
1767579923,1569,116997183,961283448448,1550,1600,355736360849393,494977587373,382173614741,22569730,20083317,961650113539
1767579937,1569,116996393,961279533736,1550,1600,355736360849393,496087043594,380875586591,22626254,20083317,961650113539
1767579937,1569,116996968,961282383920,1550,1600,355736360849393,495279605262,381820262642,22647396,20083317,961650113539
1767579939,1569,116995752,961276350921,1550,1600,355736360849393,496988209786,379821257531,22710482,20083317,961650113539
1767579943,1569,116995718,961276181937,1550,1600,355736360849393,497035884796,379765479803,22713819,20083317,961650113539
1767579999,1569,116993660,961265923148,1550,1600,355736360849393,499928795802,376380927546,22916336,20083317,961650113539
1767580001,1569,116992735,961261292784,1550,1600,355736360849393,501229662314,374859002212,23007403,20083317,961650113539
1767580005,1567,116974162,961165774810,1550,1600,355736360849393,527338496197,344315987981,24835149,20083317,961650113539
1767580013,1565,116950597,961037603319,1550,1600,355736360849393,560474379399,305559470580,24835149,20631785,961650113539
1767580013,1565,116945833,961010742702,1550,1600,355736360849393,567173600278,297724851301,27623818,20631785,961650113539
1767580013,1565,116950775,961038600741,1550,1600,355736360849393,560223250429,305853167635,27623818,20652345,961650113539
1767580013,1565,116951341,961041769360,1550,1600,355736360849393,559427238667,306784111820,27623818,20673278,961650113539
1767580013,1565,116951160,961040756563,1550,1600,355736360849393,559682907450,306485103979,27623818,20717517,961650113539
1767580015,1566,116951876,961044760289,1550,1600,355736360849393,558675952828,307662752696,27623818,20779027,961650113539
1767580027,1566,116951935,961045089885,1550,1600,355736360849393,558592820425,307759977627,27623818,20785833,961650113539
1767580027,1566,116952024,961045586976,1550,1600,355736360849393,558466893305,307907251886,27623818,20796143,961650113539
1767580085,1566,116952037,961045659576,1550,1600,355736360849393,558449098093,307928063749,27623818,20797600,961650113539
1767580099,1566,116952064,961045810352,1550,1600,355736360849393,558411450662,307972093191,27623818,20800682,961650113539
1767580107,1566,116954227,961057855901,1550,1600,355736360849393,555369343321,311529933425,27623818,21049751,961650113539
1767580267,1566,116955262,961063596447,1550,1600,355736360849393,553913572801,313232526125,27623818,21168941,961650113539
1767580271,1566,116956297,961069321930,1550,1600,355736360849393,552457650610,314935311284,27623818,21288145,961650113539
1767580299,1565,116951318,961041640686,1550,1600,355736360849393,559460035573,306745755401,27650324,21288145,961650113539
1767580299,1565,116951587,961043145128,1550,1600,355736360849393,559081401805,307188573096,28114020,21288145,961650113539
1767580299,1565,116951278,961041416892,1550,1600,355736360849393,559515881665,306680442672,28117929,21288145,961650113539
1767580631,1565,116950215,961035461277,1550,1600,355736360849393,561010932321,304931969755,28222589,21288145,961650113539
1767580633,1565,116949427,961031036137,1550,1600,355736360849393,562120283663,303634585343,28300249,21288145,961650113539
1767580633,1565,116948285,961024607551,1550,1600,355736360849393,563725754499,301757005562,28412639,21288145,961650113539
1767580645,1564,116936813,960959011357,1550,1600,355736360849393,579861457982,282887502578,29542217,21288145,961650113539
1767580677,1564,116934997,960948457872,1550,1600,355736360849393,582415313878,279901128062,29720999,21288145,961650113539
1767580677,1564,116934997,960948457872,1550,1600,355736360849393,582415652732,279900731823,29721022,21288145,961650113539
1767580677,1563,116919999,960859524947,1550,1600,355736360849393,603513993777,255230969459,31198013,21288145,961650113539
1767580711,1563,116920111,960860200796,1550,1600,355736360849393,603356345969,255415291364,31198013,21301049,961650113539
1767580763,1563,116920170,960860556752,1550,1600,355736360849393,603273577160,255512064772,31198013,21307823,961650113539
1767580803,1563,116920217,960860840276,1550,1600,355736360849393,603206828795,255590107091,31198013,21313287,961650113539
1767580841,1562,116909538,960795621410,1550,1600,355736360849393,618232319021,238023073476,32249874,21313287,961650113539
1767580841,1562,116912493,960813828778,1550,1600,355736360849393,614074715271,242883770273,32249874,21653561,961650113539
1767580897,1562,116910136,960799315931,1550,1600,355736360849393,617391431628,239006153563,32482061,21653561,961650113539
1767580915,1562,116909419,960794885612,1550,1600,355736360849393,618400527527,237826421788,32552703,21653561,961650113539
1767580929,1562,116908340,960788204874,1550,1600,355736360849393,619917876979,236052505535,32658925,21653561,961650113539
1767580971,1563,116919736,960857937217,1550,1600,355736360849393,603883608470,254798816447,32735267,21653561,961650113539
1767580971,1563,116920512,960862619129,1550,1600,355736360849393,602793071033,256073874177,32735267,23055160,961650113539
1767580991,1563,116919521,960856638539,1550,1600,355736360849393,604187146876,254443920469,32756516,23055160,961650113539
1767580999,1563,116918423,960849996080,1550,1600,355736360849393,605731002496,252638860340,32864593,23055160,961650113539
1767581001,1562,116916722,960839672220,1550,1600,355736360849393,608124199037,249840793018,32973139,23055160,961650113539
1767581001,1563,116917824,960846365221,1550,1600,355736360849393,606573638544,251653666078,33032127,23055160,961650113539
1767581003,1561,116904692,960765496588,1550,1600,355736360849393,625051433256,230051043699,34217119,23055160,961650113539
1767581007,1560,116892664,960689297309,1550,1600,355736360849393,641978616689,210263389951,35402111,23055160,961650113539
1767581009,1561,116894644,960701980915,1550,1600,355736360849393,639191551051,213521292836,35402111,23283231,961650113539
1767581105,1561,116894671,960702153492,1550,1600,355736360849393,639154494189,213564610329,35402111,23286263,961650113539
1767581123,1561,116894744,960702620038,1550,1600,355736360849393,639051678173,213684796810,35402111,23294677,961650113539
1767581127,1561,116894823,960703124845,1550,1600,355736360849393,638940894310,213814297367,35402111,23303743,961650113539
1767581159,1561,116896986,960716912215,1550,1600,355736360849393,635895783826,217373906822,35402111,23552933,961650113539
1767581169,1561,116897006,960717039391,1550,1600,355736360849393,635867435607,217407045038,35402111,23555253,961650113539
1767581213,1561,116897102,960717649761,1550,1600,355736360849393,635733263491,217563888290,35402111,23566233,961650113539
1767581217,1561,116897188,960718196439,1550,1600,355736360849393,635612351042,217705231491,35402111,23576128,961650113539
1767581253,1561,116897207,960718317203,1550,1600,355736360849393,635584938308,217737276209,35402111,23578371,961650113539
1767581259,1561,116897212,960718348982,1550,1600,355736360849393,635577878678,217745528719,35402111,23578949,961650113539
1767581273,1561,116897216,960718374406,1550,1600,355736360849393,635572624193,217751671067,35402111,23579379,961650113539
1767581437,1561,116897258,960718641333,1550,1600,355736360849393,635513699333,217820552599,35402111,23584201,961650113539
1767581441,1561,116897265,960718685820,1550,1600,355736360849393,635503733631,217832202233,35402111,23585016,961650113539
1767581469,1561,116897308,960718959073,1550,1600,355736360849393,635442410915,217903886824,35402111,23590035,961650113539
1767581531,1561,116897312,960718984491,1550,1600,355736360849393,635437018216,217910190744,35402111,23590476,961650113539
1767581617,1561,116897436,960719772326,1550,1600,355736360849393,635262599983,218114081079,35402111,23604749,961650113539
1767581633,1561,116897470,960719988307,1550,1600,355736360849393,635214769051,218169994221,35402111,23608664,961650113539
1767581679,1561,116897544,960720458328,1550,1600,355736360849393,635110695086,218291654092,35402111,23617180,961650113539
1767581729,1561,116897741,960721709226,1550,1600,355736360849393,634832945548,218616336757,35402111,23639910,961650113539
1767581773,1561,116897747,960721747315,1550,1600,355736360849393,634824608656,218626082395,35402111,23640592,961650113539
1767581809,1561,116897844,960722363030,1550,1600,355736360849393,634689338215,218784210559,35402111,23651662,961650113539
1767581877,1561,116897912,960722794585,1550,1600,355736360849393,634592522134,218897386503,35402111,23659585,961650113539
1767581883,1561,116897922,960722858045,1550,1600,355736360849393,634578823212,218913400259,35402111,23660706,961650113539
1767581889,1561,116897942,960722984957,1550,1600,355736360849393,634551336139,218945532078,35402111,23662955,961650113539
1767581951,1561,116897991,960723295871,1550,1600,355736360849393,634481659753,219026982357,35402111,23668657,961650113539
1767581987,1561,116898581,960727036868,1550,1600,355736360849393,633651889271,219996969831,35402111,23736561,961650113539
1767582055,1562,116906798,960778628990,1550,1600,355736360849393,622088612759,233514751091,35402111,24682872,961650113539
1767582115,1562,116907419,960782489449,1550,1600,355736360849393,621214975216,234536095483,35402111,24754371,961650113539
1767582167,1562,116908166,960787126001,1550,1600,355736360849393,620163619430,235765212327,35402111,24840415,961650113539
1767582445,1562,116907180,960781004344,1550,1600,355736360849393,621550167618,234144231097,35499176,24840415,961650113539
1767582469,1562,116906515,960776867914,1550,1600,355736360849393,622487088063,233048906935,35564765,24840415,961650113539
1767582491,1562,116905905,960773068124,1550,1600,355736360849393,623344640616,232046374743,35624798,24840415,961650113539
1767582639,1561,116903270,960756594114,1550,1600,355736360849393,627053420494,227710640910,35884431,24840415,961650113539
1767582641,1561,116902680,960752892048,1550,1600,355736360849393,627883810712,226739890040,35942562,24840415,961650113539
1767582649,1560,116886360,960648547264,1550,1600,355736360849393,650851308850,199892143337,36777286,24840415,961650113539
1767582649,1561,116894832,960703182349,1550,1600,355736360849393,638927510380,213829942489,37550399,24840415,961650113539
1767582963,1560,116884998,960639669604,1550,1600,355736360849393,652768962929,197650680340,37684644,24840415,961650113539
1767583105,1560,116883982,960633030205,1550,1600,355736360849393,654198061887,195980285305,37784687,24840415,961650113539
1767583171,1559,116881570,960617209976,1550,1600,355736360849393,657593790252,192011263707,38022404,24840415,961650113539
1767583209,1558,116869991,960540123483,1550,1600,355736360849393,673893667921,172960654435,39163478,24840415,961650113539
1767583211,1559,116870086,960540763619,1550,1600,355736360849393,673760232573,173116600378,39163478,24851333,961650113539
1767583215,1559,116870148,960541181324,1550,1600,355736360849393,673672456279,173219184636,39163478,24858514,961650113539
1767583269,1557,116858301,960460383290,1550,1600,355736360849393,690351345622,153727529866,40331081,24858514,961650113539
1767583375,1557,116852466,960419861515,1550,1600,355736360849393,698567971678,144125959924,40906288,24858514,961650113539
1767583401,1556,116843823,960358958259,1550,1600,355736360849393,710739269364,129904024372,41758343,24858514,961650113539
1767583447,1556,116843282,960355111095,1550,1600,355736360849393,711501242617,129013707751,41811685,24858514,961650113539
1767583455,1556,116842714,960351067494,1550,1600,355736360849393,712300529269,128079797260,41867639,24858514,961650113539
1767583487,1556,116843872,960359306504,1550,1600,355736360849393,710670641762,129984211503,41867639,24991833,961650113539
1767583491,1555,116826211,960231598478,1550,1600,355736360849393,735544497500,100922831830,43608941,24991833,961650113539
1767583529,1555,116824398,960218239892,1550,1600,355736360849393,738098338071,97939299793,43787723,24991833,961650113539
1767583529,1553,116808077,960095898486,1550,1600,355736360849393,761090839121,71080325086,43787723,25119101,961650113539
1767583529,1553,116806973,960087487446,1550,1600,355736360849393,762647213356,69262362857,45506235,25119101,961650113539
1767583529,1555,116824398,960218239891,1550,1600,355736360849393,738098977995,97938552205,45506279,25119101,961650113539
1767583531,1553,116808466,960098858067,1550,1600,355736360849393,760543290246,71719907465,45506279,25163876,961650113539
1767583531,1553,116808555,960099534895,1550,1600,355736360849393,760417209214,71867180841,45506279,25174186,961650113539
1767583561,1553,116808637,960100158389,1550,1600,355736360849393,760302170882,72001555501,45506279,25183593,961650113539
1767583749,1553,116808647,960100234420,1550,1600,355736360849393,760288430526,72017605426,45506279,25184716,961650113539
1767583829,1552,116790670,959961280523,1550,1600,355736360849393,785618485526,42432187634,45506279,25196366,961650113539
1767583829,1552,116790569,959960486976,1550,1600,355736360849393,785760971502,42265777379,47289487,25196366,961650113539
1767583855,1552,116790849,959962686558,1550,1600,355736360849393,785367491794,42725325122,47289487,25216887,961650113539
1767583891,1552,116790954,959963511116,1550,1600,355736360849393,785218430266,42899415425,47289487,25229074,961650113539
1767583981,1552,116789091,959948858020,1550,1600,355736360849393,787844509416,39832416980,47473325,25229074,961650113539
1767583983,1552,116788450,959943805039,1550,1600,355736360849393,788747846636,38777420545,47536563,25229074,961650113539
1767583999,1550,116776055,959844957042,1550,1600,355736360849393,806217346648,18376144901,47536563,25254015,961650113539
1767583999,1550,116775838,959843207218,1550,1600,355736360849393,806522432892,18019877551,48780874,25254015,961650113539
1767584041,1550,116776116,959845448809,1550,1600,355736360849393,806131793007,18476051095,48780874,25261009,961650113539
1767584051,1550,116776145,959845682581,1550,1600,355736360849393,806089657847,18525254904,48780874,25264454,961650113539
1767584185,1550,116775617,959841424457,1550,1600,355736360849393,806833818182,17656255111,48832969,25264454,961650113539
1767584195,1550,116775077,959837065491,1550,1600,355736360849393,807595469272,16766834401,48886288,25264454,961650113539
1767584195,1550,116774406,959831643347,1550,1600,355736360849393,808541900374,15661641925,48952543,25264454,961650113539
1767584205,1550,116773500,959824312171,1550,1600,355736360849393,809819003110,14170318575,49041946,25264454,961650113539
1767584357,1550,116772732,959818088603,1550,1600,355736360849393,810900926321,12906923125,49117685,25264454,961650113539
1767584489,1550,116772729,959818064276,1550,1600,355736360849393,810905119210,12902026974,49117978,25264454,961650113539
1767584557,1550,116772204,959813805076,1550,1600,355736360849393,811645333158,12037660885,49169796,25264454,961650113539
1767584561,1550,116771662,959809403885,1550,1600,355736360849393,812408579434,11146403450,49223226,25264454,961650113539
1767584865,1550,116770975,959803819302,1550,1600,355736360849393,813377906943,10014506931,49291083,25264454,961650113539
1767584953,1550,116771625,959809103285,1550,1600,355736360849393,812461111762,11085060588,49291083,25339398,961650113539
1767584979,1550,116771560,959808575155,1550,1600,355736360849393,812553195846,10977532536,49297529,25339398,961650113539
1767585117,1551,116776814,959851072175,1550,1600,355736360849393,805147305230,19625701121,49297529,25944812,961650113539
1767585365,1551,116776697,959850130056,1550,1600,355736360849393,805311977842,19433401787,49309056,25944812,961650113539
1767585497,1550,116776230,959846367708,1550,1600,355736360849393,805971084046,18663720869,49355196,25944812,961650113539
1767585501,1550,116775832,959843158827,1550,1600,355736360849393,806530940296,18009942959,49394388,25944812,961650113539
1767585649,1550,116771509,959808160733,1550,1600,355736360849393,812625102439,10893566103,49821009,25944812,961650113539
1767585755,1550,116771787,959810419288,1550,1600,355736360849393,812233536627,11350803956,49821009,25976821,961650113539
1767585913,1550,116771741,959810045646,1550,1600,355736360849393,812298523616,11274917503,49825558,25976821,961650113539
1767585961,1550,116775007,959836500139,1550,1600,355736360849393,807694639642,16651028159,49825558,26353175,961650113539
1767585981,1551,116778572,959865204897,1550,1600,355736360849393,802669771326,22518908067,49825558,26763955,961650113539
1767585983,1550,116774383,959831457378,1550,1600,355736360849393,808574261565,15623852339,50238902,26763955,961650113539
1767586007,1550,116775641,959841618093,1550,1600,355736360849393,806800749410,17694871377,50238902,26908937,961650113539
1767586009,1551,116776792,959850895040,1550,1600,355736360849393,805178814445,19588905668,50238902,27041528,961650113539
1767586177,1551,116777377,959855602924,1550,1600,355736360849393,804354065600,20552023324,50238902,27108951,961650113539
1767586177,1551,116777954,959860241703,1550,1600,355736360849393,803540888995,21501631982,50238902,27175429,961650113539
1767586467,1550,116770184,959797381072,1550,1600,355736360849393,814492667314,8712794783,51005582,27175429,961650113539
1767586483,1550,116772954,959819888457,1550,1600,355736360849393,810587880238,13272475938,51005582,27494629,961650113539
1767586505,1550,116772828,959818867003,1550,1600,355736360849393,810764955645,13065699864,51017978,27494629,961650113539
1767586613,1550,116773598,959825105726,1550,1600,355736360849393,809680228569,14332370532,51017978,27583302,961650113539
1767586615,1550,116776451,959848148559,1550,1600,355736360849393,805659308279,19027801200,51017978,27912005,961650113539
